#Organism Name,Assembly,BioProject,BioSample,CDS,GC%,GenBank FTP,Host,Level,Neighbors,Organism Groups,RefSeq FTP,Release Date,Replicons,Replicons.1,Scaffolds,Size(Mb),Strain,WGS
Staphylococcus epidermidis,GCA_001076185.1,PRJNA267549,SAMN03197300,2366,31.9,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/076/185/GCA_001076185.1_ASM107618v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/076/185/GCF_001076185.1_ASM107618v1,2015-07-10T00:00:00Z,,,122.0,2.48378,1321_SEPI,JVTV01
Staphylococcus epidermidis,GCA_001070695.1,PRJNA267549,SAMN03197351,2473,31.9,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/070/695/GCA_001070695.1_ASM107069v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/070/695/GCF_001070695.1_ASM107069v1,2015-07-10T00:00:00Z,,,107.0,2.61225,16_SEPI,JVRV01
Staphylococcus epidermidis,GCA_001075055.1,PRJNA267549,SAMN03198017,2449,31.9,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/075/055/GCA_001075055.1_ASM107505v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/075/055/GCF_001075055.1_ASM107505v1,2015-07-10T00:00:00Z,,,132.0,2.59081,803_SEPI,JUSF01
Staphylococcus epidermidis,GCA_001069275.1,PRJNA267549,SAMN03197100,2283,32.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/069/275/GCA_001069275.1_ASM106927v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/069/275/GCF_001069275.1_ASM106927v1,2015-07-10T00:00:00Z,,,111.0,2.42521,1144_SEPI,JWBM01
Staphylococcus epidermidis,GCA_001074715.1,PRJNA267549,SAMN03198076,2401,31.8,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/074/715/GCA_001074715.1_ASM107471v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/074/715/GCF_001074715.1_ASM107471v1,2015-07-10T00:00:00Z,,,115.0,2.5381400000000003,87_SEPI,JUPY01
Staphylococcus epidermidis,GCA_001075855.1,PRJNA267549,SAMN03198188,2464,31.8,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/075/855/GCA_001075855.1_ASM107585v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/075/855/GCF_001075855.1_ASM107585v1,2015-07-10T00:00:00Z,,,113.0,2.58985,968_SHAE,JULQ01
Staphylococcus epidermidis,GCA_001073765.1,PRJNA267549,SAMN03197854,2423,32.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/073/765/GCA_001073765.1_ASM107376v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/073/765/GCF_001073765.1_ASM107376v1,2015-07-10T00:00:00Z,,,156.0,2.5468,652_SEPI,JUYM01
Staphylococcus epidermidis BCM-HMP0060,GCA_000159575.1,PRJNA31545,SAMN00001492,2440,32.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/159/575/GCA_000159575.1_ASM15957v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/159/575/GCF_000159575.1_ASM15957v1,2009-03-17T00:00:00Z,,,46.0,2.60602,BCM-HMP0060,ACHE01
Staphylococcus epidermidis,GCA_001075515.1,PRJNA267549,SAMN03198191,2286,32.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/075/515/GCA_001075515.1_ASM107551v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/075/515/GCF_001075515.1_ASM107551v1,2015-07-10T00:00:00Z,,,106.0,2.4367,971_SEPI,JULN01
Staphylococcus epidermidis,GCA_001072995.1,PRJNA267549,SAMN03197632,2485,32.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/072/995/GCA_001072995.1_ASM107299v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/072/995/GCF_001072995.1_ASM107299v1,2015-07-10T00:00:00Z,,,94.0,2.62677,439_SEPI,JVHA01
Staphylococcus epidermidis,GCA_003086175.1,PRJNA412434,SAMN07714113,2372,32.3,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/086/175/GCA_003086175.1_ASM308617v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/086/175/GCF_003086175.1_ASM308617v1,2018-05-02T00:00:00Z,,,219.0,2.53669,PR246B0,PCFD01
Staphylococcus epidermidis,GCA_001073845.1,PRJNA267549,SAMN03197866,2513,32.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/073/845/GCA_001073845.1_ASM107384v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/073/845/GCF_001073845.1_ASM107384v1,2015-07-10T00:00:00Z,,,98.0,2.64804,663_SEPI,JUYA01
Staphylococcus epidermidis,GCA_001075105.1,PRJNA267549,SAMN03198033,2421,32.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/075/105/GCA_001075105.1_ASM107510v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/075/105/GCF_001075105.1_ASM107510v1,2015-07-10T00:00:00Z,,,130.0,2.54278,819_SEPI,JURP01
Staphylococcus epidermidis,GCA_001076005.1,PRJNA267549,SAMN03198193,2626,31.8,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/076/005/GCA_001076005.1_ASM107600v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/076/005/GCF_001076005.1_ASM107600v1,2015-07-10T00:00:00Z,,,123.0,2.70764,973_SEPI,JULL01
Staphylococcus epidermidis,GCA_001072135.1,PRJNA267549,SAMN03197491,2700,31.9,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/072/135/GCA_001072135.1_ASM107213v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/072/135/GCF_001072135.1_ASM107213v1,2015-07-10T00:00:00Z,,,119.0,2.77161,296_SEPI,JVML01
Staphylococcus epidermidis,GCA_001073215.1,PRJNA267549,SAMN03197715,2426,32.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/073/215/GCA_001073215.1_ASM107321v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/073/215/GCF_001073215.1_ASM107321v1,2015-07-10T00:00:00Z,,,117.0,2.53978,520_SEPI,JVDV01
Staphylococcus epidermidis,GCA_001073795.1,PRJNA267549,SAMN03197857,2333,31.9,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/073/795/GCA_001073795.1_ASM107379v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/073/795/GCF_001073795.1_ASM107379v1,2015-07-10T00:00:00Z,,,144.0,2.45178,655_SEPI,JUYJ01
Staphylococcus epidermidis,GCA_001068635.1,PRJNA267549,SAMN03197050,2431,31.9,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/068/635/GCA_001068635.1_ASM106863v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/068/635/GCF_001068635.1_ASM106863v1,2015-07-10T00:00:00Z,,,146.0,2.55143,1088_SEPI,JWDK01
Staphylococcus epidermidis,GCA_001077145.1,PRJNA267549,SAMN03197969,2425,32.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/077/145/GCA_001077145.1_ASM107714v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/077/145/GCF_001077145.1_ASM107714v1,2015-07-10T00:00:00Z,,,104.0,2.55253,760_SEPI,JUUB01
Staphylococcus epidermidis,GCA_001072495.1,PRJNA267549,SAMN03197544,2605,32.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/072/495/GCA_001072495.1_ASM107249v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/072/495/GCF_001072495.1_ASM107249v1,2015-07-10T00:00:00Z,,,132.0,2.6867799999999997,354_SEPI,JVKK01
Staphylococcus epidermidis,GCA_003687755.1,PRJNA415995,SAMN10237431,2419,31.9,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/687/755/GCA_003687755.1_ASM368775v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/687/755/GCF_003687755.1_ASM368775v1,2018-10-24T00:00:00Z,,,138.0,2.57784,13A1,RDFC01
Staphylococcus epidermidis,GCA_001068475.1,PRJNA267549,SAMN03196986,2484,31.9,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/068/475/GCA_001068475.1_ASM106847v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/068/475/GCF_001068475.1_ASM106847v1,2015-07-10T00:00:00Z,,,137.0,2.60227,1022_SEPI,JWFW01
Staphylococcus epidermidis,GCA_001074955.1,PRJNA267549,SAMN03197970,2472,32.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/074/955/GCA_001074955.1_ASM107495v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/074/955/GCF_001074955.1_ASM107495v1,2015-07-10T00:00:00Z,,,109.0,2.5937900000000003,761_SEPI,JUUA01
Staphylococcus epidermidis,GCA_001068575.1,PRJNA267549,SAMN03197026,2471,31.9,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/068/575/GCA_001068575.1_ASM106857v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/068/575/GCF_001068575.1_ASM106857v1,2015-07-10T00:00:00Z,,,144.0,2.59311,1062_SEPI,JWEI01
Staphylococcus epidermidis,GCA_001068495.1,PRJNA267549,SAMN03196987,2407,31.9,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/068/495/GCA_001068495.1_ASM106849v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/068/495/GCF_001068495.1_ASM106849v1,2015-07-10T00:00:00Z,,,124.0,2.53743,1023_SEPI,JWFV01
Staphylococcus epidermidis,GCA_001073675.1,PRJNA267549,SAMN03197844,2258,31.9,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/073/675/GCA_001073675.1_ASM107367v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/073/675/GCF_001073675.1_ASM107367v1,2015-07-10T00:00:00Z,,,94.0,2.3935,643_SEPI,JUYW01
Staphylococcus epidermidis,GCA_001071425.1,PRJNA267549,SAMN03197834,2429,31.9,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/071/425/GCA_001071425.1_ASM107142v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/071/425/GCF_001071425.1_ASM107142v1,2015-07-10T00:00:00Z,,,134.0,2.5457099999999997,634_SEPI,JUZG01
Staphylococcus epidermidis,GCA_001077065.1,PRJNA267549,SAMN03198008,2434,31.9,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/077/065/GCA_001077065.1_ASM107706v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/077/065/GCF_001077065.1_ASM107706v1,2015-07-10T00:00:00Z,,,128.0,2.54955,795_SEPI,JUSO01
Staphylococcus epidermidis,GCA_001069925.1,PRJNA267549,SAMN03196984,2473,31.9,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/069/925/GCA_001069925.1_ASM106992v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/069/925/GCF_001069925.1_ASM106992v1,2015-07-10T00:00:00Z,,,145.0,2.59762,1021.rep1_SEPI,JWFY01
Staphylococcus epidermidis,GCA_001073595.1,PRJNA267549,SAMN03197823,2430,31.9,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/073/595/GCA_001073595.1_ASM107359v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/073/595/GCF_001073595.1_ASM107359v1,2015-07-10T00:00:00Z,,,144.0,2.54524,623_SEPI,JUZR01
Staphylococcus epidermidis,GCA_001069095.1,PRJNA267549,SAMN03196985,2477,31.9,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/069/095/GCA_001069095.1_ASM106909v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/069/095/GCF_001069095.1_ASM106909v1,2015-07-10T00:00:00Z,,,151.0,2.6069,1021.rep2_SEPI,JWFX01
Staphylococcus epidermidis,GCA_001069845.1,PRJNA267549,SAMN03196975,2477,31.9,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/069/845/GCA_001069845.1_ASM106984v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/069/845/GCF_001069845.1_ASM106984v1,2015-07-10T00:00:00Z,,,160.0,2.5954900000000003,1013_SEPI,JWGH01
Staphylococcus epidermidis,GCA_003686995.1,PRJNA415995,SAMN10232708,2375,31.8,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/686/995/GCA_003686995.1_ASM368699v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/686/995/GCF_003686995.1_ASM368699v1,2018-10-24T00:00:00Z,,,135.0,2.53587,173.6,RDEC01
Staphylococcus epidermidis,GCA_008764165.1,PRJNA543692,SAMN11792415,2746,31.6,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/764/165/GCA_008764165.1_FS387,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/764/165/GCF_008764165.1_FS387,2019-10-01T00:00:00Z,,,123.0,2.88204,DE0255,VTQR01
Staphylococcus epidermidis,GCA_001069245.1,PRJNA267549,SAMN03197099,2364,31.8,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/069/245/GCA_001069245.1_ASM106924v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/069/245/GCF_001069245.1_ASM106924v1,2015-07-10T00:00:00Z,,,149.0,2.48765,1143_SEPI,JWBN01
Staphylococcus epidermidis,GCA_001072235.1,PRJNA267549,SAMN03197502,2356,32.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/072/235/GCA_001072235.1_ASM107223v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/072/235/GCF_001072235.1_ASM107223v1,2015-07-10T00:00:00Z,,,137.0,2.48446,312_SEPI,JVMA01
Staphylococcus epidermidis,GCA_001073235.1,PRJNA267549,SAMN03197724,2462,31.9,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/073/235/GCA_001073235.1_ASM107323v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/073/235/GCF_001073235.1_ASM107323v1,2015-07-10T00:00:00Z,,,103.0,2.60528,529_SEPI,JVDM01
Staphylococcus epidermidis,GCA_009757155.1,PRJNA579981,SAMN13141221,0,31.7,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/757/155/GCA_009757155.1_ASM975715v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/757/155/GCF_009757155.1_ASM975715v1,2019-12-16T00:00:00Z,,,37.0,2.55734,9c,WLUZ01
Staphylococcus epidermidis,GCA_001071015.1,PRJNA267549,SAMN03197577,2450,31.8,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/071/015/GCA_001071015.1_ASM107101v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/071/015/GCF_001071015.1_ASM107101v1,2015-07-10T00:00:00Z,,,125.0,2.58452,386_SEPI,JVJD01
Staphylococcus epidermidis Scl25,GCA_000418065.2,PRJNA207994,SAMN02470524,2306,31.9,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/418/065/GCA_000418065.2_SCL25_v2,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/418/065/GCF_000418065.2_SCL25_v2,2013-07-02T00:00:00Z,,,139.0,2.45876,Scl25,ATDC02
Staphylococcus epidermidis,GCA_001076235.1,PRJNA267549,SAMN03197318,2419,31.8,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/076/235/GCA_001076235.1_ASM107623v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/076/235/GCF_001076235.1_ASM107623v1,2015-07-10T00:00:00Z,,,114.0,2.53078,1337_SEPI,JVTC01
Staphylococcus epidermidis W23144,GCA_000160235.1,PRJNA34655,SAMN00002221,2413,32.3,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/160/235/GCA_000160235.1_ASM16023v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/160/235/GCF_000160235.1_ASM16023v1,2009-03-16T00:00:00Z,,,91.0,2.6465799999999997,W23144,ACJC01
Staphylococcus epidermidis,GCA_001075015.1,PRJNA267549,SAMN03197973,2425,32.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/075/015/GCA_001075015.1_ASM107501v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/075/015/GCF_001075015.1_ASM107501v1,2015-07-10T00:00:00Z,,,149.0,2.55171,764_SEPI,JUTX01
Staphylococcus epidermidis,GCA_001071795.1,PRJNA267549,SAMN03197402,2450,31.9,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/071/795/GCA_001071795.1_ASM107179v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/071/795/GCF_001071795.1_ASM107179v1,2015-07-10T00:00:00Z,,,133.0,2.58434,21_SEPI,JVPW01
Staphylococcus epidermidis,GCA_001072685.1,PRJNA267549,SAMN03197575,2391,31.8,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/072/685/GCA_001072685.1_ASM107268v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/072/685/GCF_001072685.1_ASM107268v1,2015-07-10T00:00:00Z,,,145.0,2.50429,384_SEPI,JVJF01
Staphylococcus epidermidis,GCA_001071885.1,PRJNA267549,SAMN03197425,2300,31.9,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/071/885/GCA_001071885.1_ASM107188v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/071/885/GCF_001071885.1_ASM107188v1,2015-07-10T00:00:00Z,,,129.0,2.43972,236_SEPI,JVOZ01
Staphylococcus epidermidis,GCA_001511655.2,PRJEB11651,SAMEA3644459,2297,31.9,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/511/655/GCA_001511655.2_SETU.2,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/511/655/GCF_001511655.2_SETU.2,2016-01-04T00:00:00Z,,,161.0,2.47162,Tu,CZRO02
Staphylococcus epidermidis,GCA_001072055.1,PRJNA267549,SAMN03197475,2389,31.8,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/072/055/GCA_001072055.1_ASM107205v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/072/055/GCF_001072055.1_ASM107205v1,2015-07-10T00:00:00Z,,,139.0,2.52573,281_SEPI,JVNB01
Staphylococcus epidermidis,GCA_001072005.1,PRJNA267549,SAMN03197463,2388,31.8,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/072/005/GCA_001072005.1_ASM107200v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/072/005/GCF_001072005.1_ASM107200v1,2015-07-10T00:00:00Z,,,151.0,2.52477,270_SEPI,JVNN01
Staphylococcus epidermidis,GCA_001070535.1,PRJNA267549,SAMN03197288,2271,31.9,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/070/535/GCA_001070535.1_ASM107053v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/070/535/GCF_001070535.1_ASM107053v1,2015-07-10T00:00:00Z,,,145.0,2.40253,1311_SEPI,JVUG01
Staphylococcus epidermidis,GCA_001071415.1,PRJNA267549,SAMN03197795,2407,31.8,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/071/415/GCA_001071415.1_ASM107141v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/071/415/GCF_001071415.1_ASM107141v1,2015-07-10T00:00:00Z,,,180.0,2.535,596_SEPI,JVAT01
Staphylococcus epidermidis,GCA_001071955.1,PRJNA267549,SAMN03197438,2313,31.9,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/071/955/GCA_001071955.1_ASM107195v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/071/955/GCF_001071955.1_ASM107195v1,2015-07-10T00:00:00Z,,,174.0,2.4146099999999997,248_SEPI,JVOM01
Staphylococcus epidermidis,GCA_001074865.1,PRJNA267549,SAMN03197856,2341,31.9,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/074/865/GCA_001074865.1_ASM107486v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/074/865/GCF_001074865.1_ASM107486v1,2015-07-10T00:00:00Z,,,192.0,2.44027,654_SEPI,JUYK01
Staphylococcus epidermidis,GCA_001068755.1,PRJNA267549,SAMN03197095,2696,31.7,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/068/755/GCA_001068755.1_ASM106875v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/068/755/GCF_001068755.1_ASM106875v1,2015-07-10T00:00:00Z,,,524.0,2.91249,114_SEPI,JWBR01
Staphylococcus epidermidis,GCA_001070645.1,PRJNA267549,SAMN03197339,2480,31.8,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/070/645/GCA_001070645.1_ASM107064v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/070/645/GCF_001070645.1_ASM107064v1,2015-07-10T00:00:00Z,,,193.0,2.61124,15_SEPI,JVSH01
Staphylococcus epidermidis,GCA_001074895.1,PRJNA267549,SAMN03197858,2436,31.9,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/074/895/GCA_001074895.1_ASM107489v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/074/895/GCF_001074895.1_ASM107489v1,2015-07-10T00:00:00Z,,,201.0,2.53879,656_SEPI,JUYI01
Staphylococcus epidermidis Scl31,GCA_000418085.2,PRJNA207995,SAMN02470525,2372,31.9,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/418/085/GCA_000418085.2_SCL31_v2,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/418/085/GCF_000418085.2_SCL31_v2,2013-07-02T00:00:00Z,,,401.0,2.53334,Scl31,ATDD02
Staphylococcus epidermidis,GCA_001074315.1,PRJNA267549,SAMN03197976,2443,31.8,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/074/315/GCA_001074315.1_ASM107431v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/074/315/GCF_001074315.1_ASM107431v1,2015-07-10T00:00:00Z,,,196.0,2.5562,767_SEPI,JUTU01
Staphylococcus epidermidis,GCA_001073295.1,PRJNA267549,SAMN03197750,2392,31.8,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/073/295/GCA_001073295.1_ASM107329v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/073/295/GCF_001073295.1_ASM107329v1,2015-07-10T00:00:00Z,,,222.0,2.4995700000000003,551_SEPI,JVCM01
Staphylococcus epidermidis Scl22,GCA_000418045.1,PRJNA207993,SAMN02470518,2241,32.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/418/045/GCA_000418045.1_Scl22,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/418/045/GCF_000418045.1_Scl22,2013-07-02T00:00:00Z,,,490.0,2.37182,Scl22,ATDB01
